catalog,well,plate,order,family,genus,species,date,dates_corr,year,orders
23S476,B4,CDFA_P1,Diptera (Brachycera),Tephritidae,Chaetorellia,succinea,45102,2023-06-25,2023,Diptera
23S477,B5,CDFA_P1,Diptera (Brachycera),Tephritidae,Tephritis,araneosa (pacifica),45086,2023-06-09,2023,Diptera
23S463,B6,CDFA_P1,Diptera (Brachycera),Tephritidae,Tephritis,signatipennis,45100,2023-06-23,2023,Diptera
23S466,B7,CDFA_P1,Diptera (Brachycera),Tephritidae,Campiglossa,clathrata,45100,2023-06-23,2023,Diptera
23S755,B8,CDFA_P1,Diptera (Brachycera),Tephritidae,Campiglossa,farinata,45154,2023-08-16,2023,Diptera
23S470,B9,CDFA_P1,Diptera (Brachycera),Tephritidae,Procecidochares,anthracina,45100,2023-06-23,2023,Diptera
23S815,B10,CDFA_P1,Diptera (Brachycera),Tephritidae,Campiglossa,genalis,44346,2021-05-30,2021,Diptera
23S814,B11,CDFA_P1,Diptera (Brachycera),Tephritidae,Campiglossa,genalis,44346,2021-05-30,2021,Diptera
23S816,B12,CDFA_P1,Diptera (Brachycera),Tephritidae,Paraterellia,ypsilon,44360,2021-06-13,2021,Diptera
23S684,C1,CDFA_P1,Diptera (Brachycera),Tephritidae,Procecidochares,minuta,45100,2023-06-23,2023,Diptera
23S683,C2,CDFA_P1,Diptera (Brachycera),Tephritidae,Procecidochares,anthracina,45100,2023-06-23,2023,Diptera
23S471,C3,CDFA_P1,Diptera (Brachycera),Tephritidae,Trupanea,jonesi,NA,NA,NA,Diptera
23S472,C4,CDFA_P1,Diptera (Brachycera),Tephritidae,Trupanea,jonesi,45079,2023-06-02,2023,Diptera
23S484,C5,CDFA_P1,Diptera (Brachycera),Tephritidae,Trupanea,signata,NA,NA,NA,Diptera
23S529,C6,CDFA_P1,Diptera (Brachycera),Tephritidae,Oxyna,palpalis,45072,2023-05-26,2023,Diptera
23S681,C7,CDFA_P1,Diptera (Brachycera),Tephritidae,Eutreta,hespera,45100,2023-06-23,2023,Diptera
23S682,C8,CDFA_P1,Diptera (Brachycera),Tephritidae,Eutreta,hespera,45100,2023-06-23,2023,Diptera
23S686,C9,CDFA_P1,Diptera (Brachycera),Tephritidae,Campiglossa,murina,45100,2023-06-23,2023,Diptera
23S817,C10,CDFA_P1,Diptera (Brachycera),Tephritidae,Paraterellia,ypsilon,44360,2021-06-13,2021,Diptera
23S818,C11,CDFA_P1,Diptera (Brachycera),Tephritidae,Aciurina,ferruginea,38862,2006-05-25,2006,Diptera
23S819,C12,CDFA_P1,Diptera (Brachycera),Tephritidae,Procecidochares,anthracina,38862,2006-05-25,2006,Diptera
23S687,D1,CDFA_P1,Diptera (Brachycera),Tephritidae,Trupanea,signata,45100,2023-06-23,2023,Diptera
23S688,D2,CDFA_P1,Diptera (Brachycera),Ulidiidae,Diacrita,costalis,45088,2023-06-11,2023,Diptera
23S758,D3,CDFA_P1,Coleoptera,Cerambycidae,Tragosoma,harrisii,45154,2023-08-16,2023,Coleoptera
23S759,D4,CDFA_P1,Diptera (Brachycera),Tephritidae,Tephritis,nr webbii,NA,NA,NA,Diptera
23S474,D5,CDFA_P1,Diptera (Brachycera),Ulidiidae,Curranops,scutellaris,45086,2023-06-09,2023,Diptera
23S760,D6,CDFA_P1,Diptera (Brachycera),Tephritidae,Oxyna,palpalis,45072,2023-05-26,2023,Diptera
23S761,D7,CDFA_P1,Diptera (Brachycera),Ulidiidae,Curranops,scutellaris,45086,2023-06-09,2023,Diptera
23S468,D8,CDFA_P1,Diptera (Brachycera),Tephritidae,Neotephritis,finalis,45100,2023-06-23,2023,Diptera
23S764,D9,CDFA_P1,Diptera (Brachycera),Ulidiidae,Curranops,scutellaris,45086,2023-06-09,2023,Diptera
23S820,D10,CDFA_P1,Diptera (Brachycera),Tephritidae,Eutreta,pollinosa,43231,2018-05-11,2018,Diptera
23S821,D11,CDFA_P1,Diptera (Brachycera),Tephritidae,Tephritis,nr webbii,NA,NA,NA,Diptera
23S822,D12,CDFA_P1,Diptera (Brachycera),Tephritidae,Euarestoides,acutangulus,NA,NA,NA,Diptera
23S765,E1,CDFA_P1,Diptera (Brachycera),Tephritidae,Neotephritis,finalis,45100,2023-06-23,2023,Diptera
23S767,E2,CDFA_P1,Diptera (Brachycera),Tephritidae,Tephritis,nr webbii,45086,2023-06-09,2023,Diptera
23S766,E3,CDFA_P1,Diptera (Brachycera),Tephritidae,Euarestoides,acutangulus,45072,2023-05-26,2023,Diptera
23S768,E4,CDFA_P1,Diptera (Brachycera),Tephritidae,Tephritis,nr webbii,45086,2023-06-09,2023,Diptera
23S769,E5,CDFA_P1,Diptera (Brachycera),Tephritidae,Neaspilota,viridescens,45104,2023-06-27,2023,Diptera
23S770,E6,CDFA_P1,Diptera (Brachycera),Tephritidae,Neaspilota,viridescens,45104,2023-06-27,2023,Diptera
23S771,E7,CDFA_P1,Diptera (Brachycera),Tephritidae,Campiglossa,genalis,45105,2023-06-28,2023,Diptera
23S777,E8,CDFA_P1,Diptera (Brachycera),Tephritidae,Campiglossa,genalis,45105,2023-06-28,2023,Diptera
23S778,E9,CDFA_P1,Diptera (Brachycera),Tephritidae,Urophora,sirunaseva,45102,2023-06-25,2023,Diptera
23S828,E10,CDFA_P1,Diptera (Brachycera),Tephritidae,Campiglossa,snowi,45149,2023-08-11,2023,Diptera
23S825,E11,CDFA_P1,Diptera (Brachycera),Tephritidae,Campiglossa,snowi,45149,2023-08-11,2023,Diptera
23S829,E12,CDFA_P1,Diptera (Brachycera),Tephritidae,Neaspilota,achilleae,44795,2022-08-22,2022,Diptera
23S779,F1,CDFA_P1,Diptera (Brachycera),Tephritidae,Urophora,sirunaseva,45102,2023-06-25,2023,Diptera
23S780,F2,CDFA_P1,Diptera (Brachycera),Tephritidae,Oxyna,aterrima,45100,2023-06-23,2023,Diptera
23S781,F3,CDFA_P1,Diptera (Brachycera),Tephritidae,Oxyna,aterrima,45100,2023-06-23,2023,Diptera
23S783,F4,CDFA_P1,Diptera (Brachycera),Tephritidae,Tephritis,ovatipennis,45105,2023-06-28,2023,Diptera
23S782,F5,CDFA_P1,Diptera (Brachycera),Tephritidae,Tephritis,ovatipennis,45105,2023-06-28,2023,Diptera
23S531,F6,CDFA_P1,Diptera (Brachycera),Tephritidae,Trupanea,signata,45100,2023-06-23,2023,Diptera
23S785,F7,CDFA_P1,Diptera (Brachycera),Tephritidae,Trupanea,bisetosa,44903,2022-12-08,2022,Diptera
23S784,F8,CDFA_P1,Diptera (Brachycera),Tephritidae,Tephritis,ovatipennis,45105,2023-06-28,2023,Diptera
23S469,F9,CDFA_P1,Diptera (Brachycera),Tephritidae,Tephritis,araneosa (pacifica),45100,2023-06-23,2023,Diptera
23S834,F10,CDFA_P1,Diptera (Brachycera),Tephritidae,Neaspilota,signifera,45044,2023-04-28,2023,Diptera
23S835,F11,CDFA_P1,Diptera (Brachycera),Tephritidae,Neaspilota,signifera,45044,2023-04-28,2023,Diptera
23S836,F12,CDFA_P1,Diptera (Brachycera),Tephritidae,Neaspilota,signifera,45044,2023-04-28,2023,Diptera
23S786,G1,CDFA_P1,Diptera (Brachycera),Tephritidae,Trupanea,signata,45100,2023-06-23,2023,Diptera
23S787,G2,CDFA_P1,Diptera (Brachycera),Tephritidae,Tephritis,araneosa (pacifica),45100,2023-06-23,2023,Diptera
23S788,G3,CDFA_P1,Diptera (Brachycera),Stratiomyidae,Pachygaster,montana,45088,2023-06-11,2023,Diptera
23S789,G4,CDFA_P1,Diptera (Brachycera),Stratiomyidae,Pachygaster,montana,45088,2023-06-11,2023,Diptera
23S790,G5,CDFA_P1,Diptera (Brachycera),Stratiomyidae,Pachygaster,montana,45088,2023-06-11,2023,Diptera
23S791,G6,CDFA_P1,Diptera (Brachycera),Stratiomyidae,Dieuryneura,stigma,45088,2023-06-11,2023,Diptera
23S792,G7,CDFA_P1,Diptera (Brachycera),Stratiomyidae,Dieuryneura,stigma,45088,2023-06-11,2023,Diptera
23S793,G8,CDFA_P1,Diptera (Brachycera),Stratiomyidae,Dieuryneura,stigma,45088,2023-06-11,2023,Diptera
23S794,G9,CDFA_P1,Diptera (Brachycera),Conopidae,Zodion,obliquefasciatum,45088,2023-06-11,2023,Diptera
23S824,G10,CDFA_P1,Diptera (Brachycera),Tephritidae,Campiglossa,snowi,45149,2023-08-11,2023,Diptera
23S826,G11,CDFA_P1,Diptera (Brachycera),Tephritidae,Eutreta,diana,45149,2023-08-11,2023,Diptera
23S827,G12,CDFA_P1,Diptera (Brachycera),Tephritidae,Eutreta,diana,45149,2023-08-11,2023,Diptera
23S795,H1,CDFA_P1,Diptera (Brachycera),Conopidae,Zodion,obliquefasciatum,45088,2023-06-11,2023,Diptera
23S796,H2,CDFA_P1,Diptera (Brachycera),Tephritidae,Campiglossa,variabilis,40018,2009-07-24,2009,Diptera
23S797,H3,CDFA_P1,Diptera (Brachycera),Tephritidae,Campiglossa,variabilis,40018,2009-07-24,2009,Diptera
23S798,H4,CDFA_P1,Diptera (Brachycera),Tephritidae,Tephritis,araneosa complex,40018,2009-07-24,2009,Diptera
23S805,H5,CDFA_P1,Diptera (Brachycera),Ulidiidae,Oedopa,capito,40390,2010-07-31,2010,Diptera
23S806,H6,CDFA_P1,Diptera (Brachycera),Ulidiidae,Oedopa,capito,40390,2010-07-31,2010,Diptera
23S807,H7,CDFA_P1,Diptera (Brachycera),Tephritidae,Trupanea,radifera,42881,2017-05-26,2017,Diptera
23S808,H8,CDFA_P1,Diptera (Brachycera),Tephritidae,Trupanea,imperfecta,NA,NA,NA,Diptera
23S809,H9,CDFA_P1,Diptera (Brachycera),Tephritidae,Trupanea,imperfecta,NA,NA,NA,Diptera
23S837,H10,CDFA_P1,Diptera (Brachycera),Tephritidae,Trupanea,femoralis,45044,2023-04-28,2023,Diptera
23S845,H11,CDFA_P1,Diptera (Brachycera),Ulidiidae,Tritoxa,pollinosa,NA,NA,NA,Diptera
23S846,H12,CDFA_P1,Diptera (Brachycera),Tephritidae,Chetostoma,californicum,39198,2007-04-26,2007,Diptera
CASENT9131768,A1,CAS_P32,Plecoptera,Capniidae,Capnia,sp.,1/30/15,2015-01-30,2015,Plecoptera
CASENT9131891,B1,CAS_P32,Plecoptera,Chloroperlidae,Sweltsa,sp.,1/30/15,2015-01-30,2015,Plecoptera
CASENT9131793,C1,CAS_P32,Ephemeroptera,Ameletidae,Ameletus,sp.,1/30/15,2015-01-30,2015,Ephemeroptera
CASENT9132248,D1,CAS_P32,Plecoptera,Capniidae,Mesocapnia,projecta,1/30/15,2015-01-30,2015,Plecoptera
CASENT9131675,E1,CAS_P32,Plecoptera,Leuctridae,Calileuctra,ephemera,1/3/15,2015-01-03,2015,Plecoptera
CASENT9132752,F1,CAS_P32,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,helena,11/24/14,2014-11-24,2014,Ephemeroptera
CASENT9131890,G1,CAS_P32,Plecoptera,Nemouridae,Malenka,sp.,NA,NA,NA,Plecoptera
CASENT9132787,H1,CAS_P32,Plecoptera,Leuctridae,Paraleuctra,divisa,NA,NA,NA,Plecoptera
CASENT9130075,A2,CAS_P32,Ephemeroptera,Leptohyphidae,Tricorythodes,explicatus,4/8/15,2015-04-08,2015,Ephemeroptera
CASENT9130439,B2,CAS_P32,Plecoptera,Perlidae,Calineuria,californica,4/8/15,2015-04-08,2015,Plecoptera
CASENT9130467,C2,CAS_P32,Ephemeroptera,Ephemerellidae,Ephemerella,tibialis,4/8/15,2015-04-08,2015,Ephemeroptera
CASENT9131090,D2,CAS_P32,Ephemeroptera,Baetidae,Baetis,tricaudatus,4/8/15,2015-04-08,2015,Ephemeroptera
CASENT9131828,E2,CAS_P32,Diptera,Empididae,Wiedemannia,sp.,4/8/15,2015-04-08,2015,Diptera
CASENT9131772,F2,CAS_P32,Diptera,Simuliidae,Simulium,sp.,4/8/15,2015-04-08,2015,Diptera
CASENT9130354,G2,CAS_P32,Diptera,Simuliidae,Simulium,canadense,4/8/15,2015-04-08,2015,Diptera
CASENT9131144,H2,CAS_P32,Plecoptera,Chloroperlidae,Sweltsa,sp.,9/30/16,2016-09-30,2016,Plecoptera
CASENT9131060,A3,CAS_P32,Megaloptera,Sialidae,Sialis,sp.,9/30/16,2016-09-30,2016,Megaloptera
CASENT9132293,B3,CAS_P32,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,sp.,9/30/16,2016-09-30,2016,Ephemeroptera
CASENT9131271,C3,CAS_P32,Trichoptera,Lepidostomatidae,Lepidostoma,sp.,9/30/16,2016-09-30,2016,Trichoptera
CASENT9131769,D3,CAS_P32,Trichoptera,Apataniidae,Apatania,sorex,9/30/16,2016-09-30,2016,Trichoptera
CASENT9131669,E3,CAS_P32,Ephemeroptera,Heptageniidae,Nixe,kennedyi,9/30/16,2016-09-30,2016,Ephemeroptera
CASENT9131666,F3,CAS_P32,Trichoptera,Lepidostomatidae,Lepidostoma,sp.,9/30/16,2016-09-30,2016,Trichoptera
CASENT9131893,G3,CAS_P32,NA,Thremmatidae,Neophylax,occidentis,9/30/16,2016-09-30,2016,NA
CASENT9132308,H3,CAS_P32,Trichoptera,Apataniidae,Apatania,sorex,9/30/16,2016-09-30,2016,Trichoptera
CASENT9131668,A4,CAS_P32,Trichoptera,Hydropsychidae,Hydropsyche,sp.,9/30/16,2016-09-30,2016,Trichoptera
CASENT9131776,B4,CAS_P32,Coleoptera,Elmidae,Optioservus,sp.,9/30/16,2016-09-30,2016,Coleoptera
CASENT9131674,C4,CAS_P32,Plecoptera,Perlodidae,Cultus,sp.,9/30/16,2016-09-30,2016,Plecoptera
CASENT9130194,D4,CAS_P32,Plecoptera,Perlodidae,Perlinodes,aurea,9/30/16,2016-09-30,2016,Plecoptera
CASENT9132335,E4,CAS_P32,Plecoptera,Perlodidae,Skwala,sp.,9/30/16,2016-09-30,2016,Plecoptera
CASENT9132324,F4,CAS_P32,Diptera,Simuliidae,Simulium,sp.,9/30/16,2016-09-30,2016,Diptera
CASENT9132574,G4,CAS_P32,Plecoptera,Perlodidae,Isoperla,sp.,9/30/16,2016-09-30,2016,Plecoptera
CASENT9131853,H4,CAS_P32,Plecoptera,Peltoperlidae,Yoraperla,nigrisoma,9/30/16,2016-09-30,2016,Plecoptera
CASENT9131921,A5,CAS_P32,Plecoptera,Nemouridae,Zapada,columbiana,9/30/16,2016-09-30,2016,Plecoptera
CASENT9131806,B5,CAS_P32,Plecoptera,Nemouridae,Malenka,sp.,9/30/16,2016-09-30,2016,Plecoptera
CASENT9132314,C5,CAS_P32,Ephemeroptera,Baetidae,Baetis,tricaudatus,9/30/16,2016-09-30,2016,Ephemeroptera
CASENT9132297,D5,CAS_P32,Trichoptera,Odontoceridae,Nerophilus,californicus,9/30/16,2016-09-30,2016,Trichoptera
CASENT9132392,E5,CAS_P32,Ephemeroptera,Heptageniidae,Ironodes,sp.,9/30/16,2016-09-30,2016,Ephemeroptera
CASENT9131774,F5,CAS_P32,Plecoptera,Chloroperlidae,Sweltsa,sp.,9/30/16,2016-09-30,2016,Plecoptera
CASENT9132617,G5,CAS_P32,Ephemeroptera,Baetidae,Baetis,tricaudatus,9/30/16,2016-09-30,2016,Ephemeroptera
CASENT9131867,H5,CAS_P32,Trichoptera,Hydroptilidae,Leucotrichia,pictipes,7/10/13,2013-07-10,2013,Trichoptera
CASENT9131803,A6,CAS_P32,Trichoptera,Hydroptilidae,Ochrotrichia,sp.,7/10/13,2013-07-10,2013,Trichoptera
CASENT9131850,B6,CAS_P32,Trichoptera,Sericostomatidae,Gumaga,griseola,7/10/13,2013-07-10,2013,Trichoptera
CASENT9131879,C6,CAS_P32,Trichoptera,Glossosomatidae,Glossosoma,sp.,7/10/13,2013-07-10,2013,Trichoptera
CASENT9130933,D6,CAS_P32,Trichoptera,Philopotamidae,Wormaldia,gabriella,7/10/13,2013-07-10,2013,Trichoptera
CASENT9132630,E6,CAS_P32,Ephemeroptera,Baetidae,Baetis,alius,7/10/13,2013-07-10,2013,Ephemeroptera
CASENT9131913,F6,CAS_P32,Ephemeroptera,Heptageniidae,Ecdyonurus,criddlei,7/10/13,2013-07-10,2013,Ephemeroptera
CASENT9132332,G6,CAS_P32,Trichoptera,Hydroptilidae,Ochrotrichia,sp.,7/10/13,2013-07-10,2013,Trichoptera
CASENT9131878,H6,CAS_P32,Trichoptera,Hydroptilidae,Hydroptila,sp.,7/10/13,2013-07-10,2013,Trichoptera
CASENT9131861,A7,CAS_P32,Plecoptera,Nemouridae,Zapada,sp.,8/7/13,2013-08-07,2013,Plecoptera
CASENT9131944,B7,CAS_P32,Diptera,Simuliidae,Simulium,sp.,7/14/13,2013-07-14,2013,Diptera
CASENT9131827,C7,CAS_P32,Ephemeroptera,Baetidae,Baetis,tricaudatus,7/14/13,2013-07-14,2013,Ephemeroptera
CASENT9131671,D7,CAS_P32,Plecoptera,Perlidae,Calineuria,californica,7/13/13,2013-07-13,2013,Plecoptera
CASENT9131886,E7,CAS_P32,Trichoptera,Hydropsychidae,Parapsyche,sp.,7/14/13,2013-07-14,2013,Trichoptera
CASENT9131661,F7,CAS_P32,Diptera,Empididae,Wiedemannia,sp.,7/14/13,2013-07-14,2013,Diptera
CASENT9131560,G7,CAS_P32,Ephemeroptera,Ameletidae,Ameletus,sp.,7/14/13,2013-07-14,2013,Ephemeroptera
CASENT9132643,H7,CAS_P32,Trichoptera,Rhyacophilidae,Rhyacophila,arnaudi,7/14/13,2013-07-14,2013,Trichoptera
CASENT9132346,A8,CAS_P32,Plecoptera,Chloroperlidae,Suwallia,sp.,7/14/13,2013-07-14,2013,Plecoptera
CASENT9131623,B8,CAS_P32,Ephemeroptera,Ephemerellidae,Seratella,micheneri,7/14/13,2013-07-14,2013,Ephemeroptera
CASENT9130691,C8,CAS_P32,Ephemeroptera,Ephemerellidae,Ephemerella,excrucians,7/14/13,2013-07-14,2013,Ephemeroptera
CASENT9131998,D8,CAS_P32,Ephemeroptera,Baetidae,Centroptilum,sp.,7/14/13,2013-07-14,2013,Ephemeroptera
CASENT9132295,E8,CAS_P32,Trichoptera,Hydroptilidae,Leucotrichia,pictipes,8/23/13,2013-08-23,2013,Trichoptera
CASENT9130097,F8,CAS_P32,Trichoptera,Psychomyiidae,Tinodes,sp.,7/8/13,2013-07-08,2013,Trichoptera
CASENT9130910,G8,CAS_P32,Trichoptera,Hydroptilidae,Leucotrichia,pictipes,3/13/14,2014-03-13,2014,Trichoptera
CASENT9130294,H8,CAS_P32,Ephemeroptera,Ephemerellidae,Matriella,teresa,7/13/13,2013-07-13,2013,Ephemeroptera
CASENT9131534,A9,CAS_P32,Trichoptera,Lepidostomatidae,Lepidostoma,sp.,3/11/14,2014-03-11,2014,Trichoptera
CASENT9131805,B9,CAS_P32,Ephemeroptera,Ephemerellidae,Serratella,micheneri,7/13/13,2013-07-13,2013,Ephemeroptera
CASENT9131715,C9,CAS_P32,Plecoptera,Taeniopterygidae,Taenionema,sp.,3/13/14,2014-03-13,2014,Plecoptera
CASENT9132289,D9,CAS_P32,Ephemeroptera,Baetidae,Baetis,tricaudatus,7/13/13,2013-07-13,2013,Ephemeroptera
CASENT9131722,E9,CAS_P32,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,sp.,3/13/14,2014-03-13,2014,Ephemeroptera
CASENT9130460,F9,CAS_P32,Diptera,Simuliidae,Prosimulium,sp.,3/12/14,2014-03-12,2014,Diptera
CASENT9131644,G9,CAS_P32,Diptera,Chironomidae,NA,NA,3/12/14,2014-03-12,2014,Diptera
CASENT9130117,H9,CAS_P32,Ephemeroptera,Baetidae,Procloeon,venosum,7/30/06,2006-07-30,2006,Ephemeroptera
CASENT9130117,H9,CAS_P32,Trichoptera,Helicopsychidae,Helicopsyche,borealis,5/14/06,2006-05-14,2006,Trichoptera
CASENT9131009,A10,CAS_P32,Ephemeroptera,Ephemerellidae,Ephemerella,excrucians,5/14/06,2006-05-14,2006,Ephemeroptera
CASENT9131915,B10,CAS_P32,Trichoptera,Rhyacophilidae,Rhyacophila,oreta,5/20/05,2005-05-20,2005,Trichoptera
contaminated,C10,CAS_P32,NA,NA,NA,NA,NA,NA,NA,NA
CASENT9131614,D10,CAS_P32,NA,NA,NA,NA,NA,NA,NA,NA
CASENT9131288,E10,CAS_P32,Plecoptera,Chloroperlidae,Alloperla,fratena,5/12/05,2005-05-12,2005,Plecoptera
CASENT9131889,F10,CAS_P32,Ephemeroptera,Leptohyphidae,Tricorythodes,explicatus,7/30/06,2006-07-30,2006,Ephemeroptera
CASENT9131775,G10,CAS_P32,Diptera,Dixidae,Dixa,sp.,4/18/05,2005-04-18,2005,Diptera
CASENT9131533,H10,CAS_P32,Trichoptera,Rhyacophilidae,Rhyacophila,sp.,5/12/05,2005-05-12,2005,Trichoptera
CASENT9131667,A11,CAS_P32,Trichoptera,Lepidostomatidae,Lepidostoma,sp.,4/18/05,2005-04-18,2005,Trichoptera
CASENT9131833,B11,CAS_P32,Plecoptera,Nemouridae,Malenka,sp.,4/18/05,2005-04-18,2005,Plecoptera
CASENT9131896,C11,CAS_P32,Ephemeroptera,Baetidae,Baetis,sp.,4/18/05,2005-04-18,2005,Ephemeroptera
CASENT9131912,D11,CAS_P32,Diptera,Chironomidae,NA,NA,4/17/05,2005-04-17,2005,Diptera
CASENT9131613,E11,CAS_P32,Coleoptera,Elmidae,Optioservus,sp.,4/17/05,2005-04-17,2005,Coleoptera
CASENT9130102,F11,CAS_P32,Ephemeroptera,Baetidae,Baetis,sp.,4/17/05,2005-04-17,2005,Ephemeroptera
CASENT9131916,G11,CAS_P32,Ephemeroptera,Baetidae,Baetis,tricaudatus,4/28/06,2006-04-28,2006,Ephemeroptera
CASENT9131779,H11,CAS_P32,Ephemeroptera,Ephemerellidae,Drunella,flavilinea,4/28/06,2006-04-28,2006,Ephemeroptera
CASENT9130996,A12,CAS_P32,Ephemeroptera,Baetidae,Baetis,tricaudatus,4/28/06,2006-04-28,2006,Ephemeroptera
CASENT9131816,B12,CAS_P32,Ephemeroptera,Baetidae,Baetis,sp.,4/28/06,2006-04-28,2006,Ephemeroptera
CASENT9131676,C12,CAS_P32,Ephemeroptera,Baetidae,Diphetor,hageni,4/28/06,2006-04-28,2006,Ephemeroptera
CASENT9131911,D12,CAS_P32,Plecoptera,Chloroperlidae,Sweltsa,sp.,4/28/06,2006-04-28,2006,Plecoptera
CASENT9130647,E12,CAS_P32,Ephemeroptera,Heptageniidae,Ironodes,sp.,4/28/06,2006-04-28,2006,Ephemeroptera
CASENT9130230,F12,CAS_P32,Trichoptera,Rhyacophilidae,Rhyacophila,narvae,4/28/06,2006-04-28,2006,Trichoptera
23T391,A1,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,edwardsii,23.VII.2017,2017-07-23,2017,Hymenoptera
23T470,B1,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,megagnathos,24.VI.2017,2017-06-24,2017,Hymenoptera
23T485,C1,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,pallida,3.VII.2016,2016-07-03,2016,Hymenoptera
23T506,D1,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,yavapai,31.VII.2016,2016-07-31,2016,Hymenoptera
23T518,E1,CDFA_P4,Hymenoptera,Mutillidae,Acanthophotopsis,falciformis,27.V.2017,2017-05-27,2017,Hymenoptera
23T530,F1,CDFA_P4,Hymenoptera,Mutillidae,Odontophotopsis,bellona,30.VI.2018,2018-06-30,2018,Hymenoptera
23T542,G1,CDFA_P4,Hymenoptera,Mutillidae,Odontophotopsis,delodonta,12.VIII.2018,2018-08-12,2018,Hymenoptera
23T563,H1,CDFA_P4,Hymenoptera,Mutillidae,Odontophotopsis,hypermnestra,7.VII.2015,2015-07-07,2015,Hymenoptera
23T459,A2,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,edwardsii,2.VIII.2022,2022-08-02,2022,Hymenoptera
23T471,B2,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,mendica,1.VII.2019,2019-07-01,2019,Hymenoptera
23T486,C2,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,pallida,23.VII.2017,2017-07-23,2017,Hymenoptera
23T507,D2,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,yavapai,23.VII.2017,2017-07-23,2017,Hymenoptera
23T519,E2,CDFA_P4,Hymenoptera,Mutillidae,Acrophotopsis,campylognatha,10.VI.2022,2022-06-10,2022,Hymenoptera
23T531,F2,CDFA_P4,Hymenoptera,Mutillidae,Odontophotopsis,bellona,25.VI.2017,2017-06-25,2017,Hymenoptera
23T543,G2,CDFA_P4,Hymenoptera,Mutillidae,Odontophotopsis,exogyra,18.VII.2017,2017-07-18,2017,Hymenoptera
23T573,H2,CDFA_P4,Hymenoptera,Mutillidae,Odontophotopsis,inconspicua,30.VI.2018,2018-06-30,2018,Hymenoptera
23T460,A3,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,fergusoni,29.V.2005,2005-05-29,2005,Hymenoptera
23T472,B3,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,mendica,23.VII.2017,2017-07-23,2017,Hymenoptera
23T487,C3,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,pallidipes,27.V.2017,2017-05-27,2017,Hymenoptera
23T508,D3,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,yumaella,10.VI.2022,2022-06-10,2022,Hymenoptera
23T520,E3,CDFA_P4,Hymenoptera,Mutillidae,Acrophotopsis,dirce,23.VII.2017,2017-07-23,2017,Hymenoptera
23T532,F3,CDFA_P4,Hymenoptera,Mutillidae,Odontophotopsis,cf. odontoloxia,1.IV.1994,1994-04-01,1994,Hymenoptera
23T544,G3,CDFA_P4,Hymenoptera,Mutillidae,Odontophotopsis,grata,15.VI.2018,2018-06-15,2018,Hymenoptera
23T574,H3,CDFA_P4,Hymenoptera,Mutillidae,Odontophotopsis,inconspicua,15.VI.2018,2018-06-15,2018,Hymenoptera
23T461,A4,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,ferruginea,24.VI.2017,2017-06-24,2017,Hymenoptera
23T473,B4,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,mesillensis,29.V.2006,2006-05-29,2006,Hymenoptera
23T490,C4,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,parapenalis,22.VII.2018,2018-07-22,2018,Hymenoptera
23T509,D4,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,yumaella,25.VI.2017,2017-06-25,2017,Hymenoptera
23T521,E4,CDFA_P4,Hymenoptera,Mutillidae,Dilophotopsis,concolor,9.VIII.1987,1987-08-09,1987,Hymenoptera
23T533,F4,CDFA_P4,Hymenoptera,Mutillidae,Odontophotopsis,odontoloxia,27.V.2017,2017-05-27,2017,Hymenoptera
23T545,G4,CDFA_P4,Hymenoptera,Mutillidae,Odontophotopsis,grata?,23.VII.2017,2017-07-23,2017,Hymenoptera
23T575,H4,CDFA_P4,Hymenoptera,Mutillidae,Odontophotopsis,inconspicua,1.VII.2019,2019-07-01,2019,Hymenoptera
23T462,A5,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,ferruginopsis,16.VII.2020,2020-07-16,2020,Hymenoptera
23T474,B5,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,militaris,30.VI.2018,2018-06-30,2018,Hymenoptera
23T492,C5,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,parkeri,25.VI.2017,2017-06-25,2017,Hymenoptera
23T510,D5,CDFA_P4,Hymenoptera,Mutillidae,Sphaeropthalma,aff. luiseno,15.VI.2018,2018-06-15,2018,Hymenoptera
