"catalog","order","family","genus","species","date","dates_corr","year","orders"
"CASENT9095455","Plecoptera","Leuctridae","Paraleuctra","occidentalis","2/9/16",2016-02-09,"2016","Plecoptera"
"CASENT9095456","Diptera","Sciomyzidae","Dictya","sp.","2/9/16",2016-02-09,"2016","Diptera"
"CASENT9095457","Diptera","Psychodidae","Maruina","lanceolata","2/9/16",2016-02-09,"2016","Diptera"
"CASENT9095458","Odonata","Coenagrionidae","Ischnura","cervula","2/9/16",2016-02-09,"2016","Odonata"
"CASLOT060560","Plecoptera","Nemouridae","Malenka","depressa","2/9/16",2016-02-09,"2016","Plecoptera"
"CASLOT060561","Plecoptera","Leuctridae","Paraleuctra","occidentalis","2/9/16",2016-02-09,"2016","Plecoptera"
"CASENT9095460","Plecoptera","Nemouridae","Zapada","frigida","2/9/16",2016-02-09,"2016","Plecoptera"
"CASLOT060562","Plecoptera","Leuctridae","Despaxia","augusta","2/9/16",2016-02-09,"2016","Plecoptera"
"CASLOT060563","Plecoptera","Leuctridae","Perlomyia","collaris","2/9/16",2016-02-09,"2016","Plecoptera"
"CASLOT060564","Diptera","Psychodidae","Maruina","lanceolata","2/9/16",2016-02-09,"2016","Diptera"
"CASENT9095461","Ixodida","Ixodidae","Ixodes","pacificus","2/9/16",2016-02-09,"2016","Ixodida"
"CASLOT060565","Plecoptera","Nemouridae","Malenka","depressa","2/9/16",2016-02-09,"2016","Plecoptera"
"CASLOT059798","Plecoptera","Leuctridae","Paraleuctra","occidentalis","2/9/16",2016-02-09,"2016","Plecoptera"
"CASLOT059799","Plecoptera","Leuctridae","Paraleuctra","occidentalis","2/9/16",2016-02-09,"2016","Plecoptera"
"CASENT9101425","Plecoptera","Nemouridae","Malenka","depressa","2/9/16",2016-02-09,"2016","Plecoptera"
"CASENT9101431","Plecoptera","Leuctridae","Paraleuctra","occidentalis","2/9/16",2016-02-09,"2016","Plecoptera"
"CASENT9101426","Plecoptera","Nemouridae","Malenka","depressa","2/9/16",2016-02-09,"2016","Plecoptera"
"CASENT9101430","Plecoptera","Leuctridae","Despaxia","augusta","2/9/16",2016-02-09,"2016","Plecoptera"
"CASLOT059797","Plecoptera","Leuctridae","Despaxia","augusta","2/9/16",2016-02-09,"2016","Plecoptera"
"CASENT9101424","Trichoptera","Philopotamidae","Dolophilodes","novusamericanus","2/9/16",2016-02-09,"2016","Trichoptera"
"CASLOT059795","Trichoptera","Glossosomatidae","Anagapetus","bernea","2/9/16",2016-02-09,"2016","Trichoptera"
"CASENT9101429","Plecoptera","Leuctridae","Perlomyia","collaris","2/9/16",2016-02-09,"2016","Plecoptera"
"CASENT9101421","Ixodida","Ixodidae","Ixodes","pacificus","2/10/16",2016-02-10,"2016","Ixodida"
"CASLOT059792","Plecoptera","Capniidae","Mesocapnia","projecta","2/11/16",2016-02-11,"2016","Plecoptera"
"CASLOT059793","Plecoptera","Capniidae","Capnia","ventura complex","2/11/16",2016-02-11,"2016","Plecoptera"
"CASENT9101422","Ixodida","Ixodidae","Ixodes","pacificus","2/11/16",2016-02-11,"2016","Ixodida"
"CASLOT059794","Ephemeroptera","Baetidae","Fallceon","thermophilos","6/25/15",2015-06-25,"2015","Ephemeroptera"
"CASENT9101423","Ephemeroptera","Leptohyphidae","Asioplax","edmundsi","6/25/15",2015-06-25,"2015","Ephemeroptera"
"CASENT9101427","Trichoptera","Rhyacophilidae","Rhyacophila","verrula","6/27/15",2015-06-27,"2015","Trichoptera"
"CASLOT059796","Trichoptera","Rhyacophilidae","Rhyacophila","sp.","6/27/15",2015-06-27,"2015","Trichoptera"
"CASENT9101428","Trichoptera","Rhyacophilidae","Rhyacophila","sp.","6/27/15",2015-06-27,"2015","Trichoptera"
"CASLOT059791","Plecoptera","Perlidae","Hesperoperla","pacifica","6/27/15",2015-06-27,"2015","Plecoptera"
"CASLOT059790","Plecoptera","Perlodidae","Isoperla","sp.","6/27/15",2015-06-27,"2015","Plecoptera"
"CASENT9101420","Ephemeroptera","Baetidae","Baetis","tricaudatus","6/27/15",2015-06-27,"2015","Ephemeroptera"
"CASENT9101416","Ephemeroptera","Ameletidae","Ameletus","sp.","6/27/15",2015-06-27,"2015","Ephemeroptera"
"CASENT9101415","Ephemeroptera","Heptageniidae","Cinygmula","sp.","6/27/15",2015-06-27,"2015","Ephemeroptera"
"CASLOT059789","Plecoptera","Perlodidae","Isoperla","sp.","6/27/15",2015-06-27,"2015","Plecoptera"
"CASLOT059783","Plecoptera","Peltoperlidae","Yoraperla","nigrisoma","6/27/15",2015-06-27,"2015","Plecoptera"
"CASENT9101412","Ephemeroptera","Baetidae","Fallceon","thermophilos",NA,NA,NA,"Ephemeroptera"
"CASLOT059786","Trichoptera","Rhyacophilidae","Rhyacophila","malkini","5/19/15",2015-05-19,"2015","Trichoptera"
"CASLOT059787","Trichoptera","Rhyacophilidae","Rhyacophila","sp.","5/19/15",2015-05-19,"2015","Trichoptera"
"CASENT9101419","Trichoptera","Rhyacophilidae","Rhyacophila","vocala","5/19/15",2015-05-19,"2015","Trichoptera"
"CASENT9101418","Ephemeroptera","Ephemerellidae","Timpanoga","hecuba","5/19/15",2015-05-19,"2015","Ephemeroptera"
"CASENT9101417","Plecoptera","Perlidae","Calineuria","californica","5/19/15",2015-05-19,"2015","Plecoptera"
"CASLOT059784","Plecoptera","Perlidae","Hesperoperla","pacifica","5/19/15",2015-05-19,"2015","Plecoptera"
"CASLOT059782","Plecoptera","Pteronarcyidae","Pteronarcys","sp.","5/19/15",2015-05-19,"2015","Plecoptera"
"CASLOT059781","Trichoptera","Philopotamidae","Wormaldia","sp.","5/19/15",2015-05-19,"2015","Trichoptera"
"CASLOT059785","Ephemeroptera","Ephemerellidae","Drunella","flavilinea","5/19/15",2015-05-19,"2015","Ephemeroptera"
"CASENT9101414","Odonata","Coenagrionidae","Argia","sp.","5/19/15",2015-05-19,"2015","Odonata"
"CASLOT059779","Diptera","Simuliidae","Prosimulium","sp.","5/19/15",2015-05-19,"2015","Diptera"
"CASLOT059780","Diptera","Simuliidae","Simulium","sp.","5/19/15",2015-05-19,"2015","Diptera"
"CASENT9101413","Diptera","Limoniidae","Antocha","sp.","5/19/15",2015-05-19,"2015","Diptera"
"CASLOT059778","Diptera","Chironomidae",NA,NA,"5/19/15",2015-05-19,"2015","Diptera"
"CASLOT75464","Ephemeroptera","Baetidae","Centroptilum","asperatum","3/17/16",2016-03-17,"2016","Ephemeroptera"
"CASENT9132142","Coleoptera","Hydrophilidae","Cymbiodyta","pacifica","3/17/16",2016-03-17,"2016","Coleoptera"
"CASENT9132483","Plecoptera","Taeniopterygidae","Oemopteryx","vanduzeei","3/17/16",2016-03-17,"2016","Plecoptera"
"CASENT9101212","Ixodida","Ixodidae","Ixodes","pacifica","3/17/16",2016-03-17,"2016","Ixodida"
"CASENT9132423","Plecoptera","Taeniopterygidae","Oemopteryx","vanduzeei","3/17/16",2016-03-17,"2016","Plecoptera"
"CASENT9132542","Plecoptera","Taeniopterygidae","Oemopteryx","vanduzeei","3/17/16",2016-03-17,"2016","Plecoptera"
"CASLOT75463","Ephemeroptera","Baetidae","Centroptilum","asperatum","3/17/16",2016-03-17,"2016","Ephemeroptera"
"CASENT9128152","Ephemeroptera","Baetidae","Baetis","alius","3/17/16",2016-03-17,"2016","Ephemeroptera"
"CASENT9132590","Plecoptera","Taeniopterygidae","Oemopteryx","vanduzeei","3/17/16",2016-03-17,"2016","Plecoptera"
"CASENT9131899","Odonata","Libellulidae",NA,NA,"3/17/16",2016-03-17,"2016","Odonata"
"CASENT9115582","Coleoptera","Dytiscidae","Uvarus","subtilus","3/17/16",2016-03-17,"2016","Coleoptera"
"CASENT9101213","Ixodida","Ixodidae","Ixodes","pacificus","3/17/16",2016-03-17,"2016","Ixodida"
"CASENT9131807","Diptera","Psychodidae","Maruina","lanceolata","3/17/16",2016-03-17,"2016","Diptera"
"CASENT9131845","Diptera","Sciomyzidae","Dictya","sp.","3/17/16",2016-03-17,"2016","Diptera"
"CASENT9132841","Diptera","Sciomyzidae",NA,NA,"3/17/16",2016-03-17,"2016","Diptera"
"CASLOT059651","Ephemeroptera","Heptageniidae","Ironodes","californicus","3/17/16",2016-03-17,"2016","Ephemeroptera"
"CASLOT75331","Ephemeroptera","Baetidae","Baetis","piscatoris","3/17/16",2016-03-17,"2016","Ephemeroptera"
"CASENT9130459","Coleoptera","Hydrophilidae","Anacaena","signaticollis","3/17/16",2016-03-17,"2016","Coleoptera"
"CASENT9131713",NA,"Libellulide",NA,NA,"3/17/16",2016-03-17,"2016",NA
"CASLOT064562","Coleoptera","Dytiscidae","Uvarus","subtilus","3/17/16",2016-03-17,"2016","Coleoptera"
"CASENT9130961","Ephemeroptera","Baetidae","Baetis","sp.","8/27/15",2015-08-27,"2015","Ephemeroptera"
"CASLOT059652","Ephemeroptera","Heptageniidae","Ironodes","californicus","3/16/16",2016-03-16,"2016","Ephemeroptera"
"CASLOT76025","Ephemeroptera","Baetidae","Baetis","tricaudatus","3/16/16",2016-03-16,"2016","Ephemeroptera"
"CASENT9132907","Plecoptera","Perlidae","Hesperoperla","pacifica","3/16/16",2016-03-16,"2016","Plecoptera"
"CASLOT059653","Ephemeroptera","Heptageniidae","Ironodes","californicus","3/16/16",2016-03-16,"2016","Ephemeroptera"
"CASENT9130103","Trichoptera","Rhyacophilidae","Rhyacophila","sp.","3/16/16",2016-03-16,"2016","Trichoptera"
"CASENT9130040","Trichoptera","Uenoidae","Farula","sp.","3/16/16",2016-03-16,"2016","Trichoptera"
"CASENT9128142","Ephemeroptera","Baetidae","Baetis","tricaudatus","3/16/16",2016-03-16,"2016","Ephemeroptera"
"CASENT9131420","Ephemeroptera","Baetidae","Baetis","sp.","3/16/16",2016-03-16,"2016","Ephemeroptera"
"CASENT9127893","Ephemeroptera","Baetidae","Diphetor","hageni","3/16/16",2016-03-16,"2016","Ephemeroptera"
"CASENT9130971","Diptera","Limoniidae","Hexatoma","sp.","3/16/16",2016-03-16,"2016","Diptera"
"CASLOT059870","Trichoptera","Hydropsychidae","Parapsyche","sp.","3/16/16",2016-03-16,"2016","Trichoptera"
"CASENT9101483","Trichoptera","Hydropsychidae","Hydropsyche","sp.","3/16/16",2016-03-16,"2016","Trichoptera"
"CASENT9101484","Plecoptera","Perlidae","Hesperoperla","pacifica","3/16/16",2016-03-16,"2016","Plecoptera"
"CASLOT059871","Plecoptera","Perlidae","Calineuria","californica","3/16/16",2016-03-16,"2016","Plecoptera"
"CASLOT059872","Ephemeroptera","Heptageniidae","Ironodes","californicus","3/16/16",2016-03-16,"2016","Ephemeroptera"
"CASENT9101485","Ephemeroptera","Heptageniidae","Cinygma","sp.","3/16/16",2016-03-16,"2016","Ephemeroptera"
"CASLOT059873",NA,"Thremmatidae","Neophylax","splendens","3/16/16",2016-03-16,"2016",NA
"CASENT9101486","Trichoptera","Rhyacophilidae","Rhyacophila","sp.","3/16/16",2016-03-16,"2016","Trichoptera"
"CASLOT059874","Plecoptera","Nemouridae","Malenka","sp.","3/16/16",2016-03-16,"2016","Plecoptera"
"CASLOT060506","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","3/16/16",2016-03-16,"2016","Ephemeroptera"
"CASLOT059875","Ephemeroptera","Baetidae","Diphetor","hageni","3/16/16",2016-03-16,"2016","Ephemeroptera"
"CASENT9101364","Trichoptera","Lepidostomatidae","Lepidostoma","sp.","3/16/16",2016-03-16,"2016","Trichoptera"
"CASENT9101365","Diptera","Dixidae","Dixa","sp.","3/16/16",2016-03-16,"2016","Diptera"
"CASLOT059714","Coleoptera","Scirtidae","Elodes","sp.","3/16/16",2016-03-16,"2016","Coleoptera"
"CASLOT059715","Isopoda","Ligiidae","Ligidium","sp.","3/16/16",2016-03-16,"2016","Isopoda"
"CASLOT059716","Diptera","Simuliidae","Prosimulium","sp.","3/16/16",2016-03-16,"2016","Diptera"
"CASENT9101366","Plecoptera","Perlodidae","Cultus","sp.","3/29/16",2016-03-29,"2016","Plecoptera"
"CASLOT059717","Plecoptera","Taeniopterygidae","Oemopteryx","vanduzeei","3/25/16",2016-03-25,"2016","Plecoptera"
"CASENT9128167",NA,NA,"Cetroptilum","asperatum","3/25/16",2016-03-25,"2016",NA
"CASENT9132550","Plecoptera","Taeniopterygidae","Oemopteryx","vanduzeei","3/25/16",2016-03-25,"2016","Plecoptera"
"CASENT9130723","Ephemeroptera","Baetidae","Centroptilum","asperatum","3/17/16",2016-03-17,"2016","Ephemeroptera"
"CASENT9132832","Plecoptera","Perlodidae","Isoperla","miwok","3/17/16",2016-03-17,"2016","Plecoptera"
"CASENT9132539","Plecoptera","Capniidae","Eucapnosis","brevicauda","3/31/16",2016-03-31,"2016","Plecoptera"
"CASENT9132410","Plecoptera","Leuctridae","Paraleuctra","divisa","3/31/16",2016-03-31,"2016","Plecoptera"
"CASENT9131690","Plecoptera","Capniidae","Capnia","excavata","3/31/16",2016-03-31,"2016","Plecoptera"
"CASENT9131689","Plecoptera","Capniidae","Eucapnosis","brevicauda","3/31/16",2016-03-31,"2016","Plecoptera"
"CASENT9131930",NA,"Kathroperlidae","Kathroperla","takhoma","3/31/16",2016-03-31,"2016",NA
"CASENT9132485",NA,"Kathroperlidae","Kathroperla","takhoma","3/31/16",2016-03-31,"2016",NA
"CASENT9132457",NA,"Kathroperlidae","Kathroperla","takhoma","3/31/16",2016-03-31,"2016",NA
"CASLOT059654","Ephemeroptera","Heptageniidae","Ironodes","californicus","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASLOT062157","Ephemeroptera","Heptageniidae","Epeorus","longimanus","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASLOT059172","Ephemeroptera","Heptageniidae","Cinygmula","mimus","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASLOT059005","Ephemeroptera","Ephemerellidae","Drunella","flavilinea","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASENT9127884","Ephemeroptera","Baetidae","Diphetor","hageni","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASENT9131139","Trichoptera","Hydropsychidae","Hydropsyche","oslari","3/31/16",2016-03-31,"2016","Trichoptera"
"CASENT9130015","Trichoptera","Rhyacophilidae","Rhyacophila","angelita","3/31/16",2016-03-31,"2016","Trichoptera"
"CASLOT76018","Ephemeroptera","Baetidae","Baetis","tricaudatus","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASLOT75333","Ephemeroptera","Baetidae","Baetis","piscatoris","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASLOT060974","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","temporalis","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASENT9130812","Ephemeroptera","Ameletidae","Ameletus","dissitus","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASLOT76010","Ephemeroptera","Baetidae","Baetis","tricaudatus","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASENT9101329","Ephemeroptera","Heptageniidae","Ironodes","californicus","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASLOT062158","Ephemeroptera","Heptageniidae","Epeorus","longimanus","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASLOT059173","Ephemeroptera","Heptageniidae","Cinygmula","mimus","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASENT9101244","Ephemeroptera","Heptageniidae","Ecdyonurus","criddlei","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASLOT059000","Ephemeroptera","Ephemerellidae","Drunella","flavilinea","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASLOT060975","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","temporalis","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASENT9130105","Trichoptera","Polycentropodidae","Polycentropus","variegatus","3/31/16",2016-03-31,"2016","Trichoptera"
"CASLOT75533","Ephemeroptera","Ameletidae","Ameletus","vancouverensis","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASLOT75332","Ephemeroptera","Baetidae","Baetis","piscatoris","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASLOT76020","Ephemeroptera","Baetidae","Baetis","tricaudatus","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASLOT059655","Ephemeroptera","Heptageniidae","Ironodes","californicus","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASLOT062159","Ephemeroptera","Heptageniidae","Epeorus","longimanus","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASLOT059002","Ephemeroptera","Ephemerellidae","Drunella","flavilinea","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASLOT76019","Ephemeroptera","Baetidae","Baetis","tricaudatus","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASLOT75334","Ephemeroptera","Baetidae","Baetis","piscatoris","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASENT9128214","Ephemeroptera","Ameletidae","Ameletus","vancouverensis","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASLOT75414","Ephemeroptera","Baetidae","Baetis","alius","3/31/16",2016-03-31,"2016","Ephemeroptera"
"CASENT9128166","Ephemeroptera","Baetidae","Centroptilum","asperatum","3/17/16",2016-03-17,"2016","Ephemeroptera"
"CASENT9132043","Plecoptera","Perlodidae","Isoperla","miwok","3/25/16",2016-03-25,"2016","Plecoptera"
"CASENT9131649","Plecoptera","Leuctridae","Pomoleuctra","andersoni","4/7/16",2016-04-07,"2016","Plecoptera"
"CASENT9132533","Plecoptera","Taeniopterygidae","Taenionema","sp.","4/7/16",2016-04-07,"2016","Plecoptera"
"CASENT9131549","Plecoptera","Nemouridae","Soyedina","nevadensis","4/7/16",2016-04-07,"2016","Plecoptera"
"CASENT9130347","Trichoptera","Philopotamidae","Wormaldia","anilla","4/7/16",2016-04-07,"2016","Trichoptera"
"CASENT9128179","Ephemeroptera","Baetidae","Centroptilum","asperatum","3/17/16",2016-03-17,"2016","Ephemeroptera"
"CASENT9132434","Plecoptera","Perlidae","Doroneuria","baumanni","4/7/16",2016-04-07,"2016","Plecoptera"
"CASENT9132167","Plecoptera","Perlodidae","Diura","knowltoni","4/7/16",2016-04-07,"2016","Plecoptera"
"CASENT9131033","Coleoptera","Ptilodactylidae","Anchycteis","velutina","4/7/16",2016-04-07,"2016","Coleoptera"
"CASENT9130313","Trichoptera","Rhyacophilidae","Rhyacophila","verrula","4/7/16",2016-04-07,"2016","Trichoptera"
"CASENT9130783",NA,"Thremmatidae","Neophylax","splendens","4/7/16",2016-04-07,"2016",NA
"CASENT9130952","Trichoptera","Lepidostomatidae","Lepidostoma","sp.","4/7/16",2016-04-07,"2016","Trichoptera"
"CASENT9130935","Megaloptera","Corydalidae","Orohermes","crepusculus","4/7/16",2016-04-07,"2016","Megaloptera"
"CASLOT75555","Ephemeroptera","Ameletidae","Ameletus","sp.","4/7/16",2016-04-07,"2016","Ephemeroptera"
"CASLOT060976","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","4/7/16",2016-04-07,"2016","Ephemeroptera"
"CASLOT75343","Ephemeroptera","Baetidae","Baetis","bicaudatus","4/7/16",2016-04-07,"2016","Ephemeroptera"
"CASENT9128124","Ephemeroptera","Baetidae","Baetis","tricaudatus","4/7/16",2016-04-07,"2016","Ephemeroptera"
"CASLOT059644","Ephemeroptera","Heptageniidae","Ironodes","sp.","4/7/16",2016-04-07,"2016","Ephemeroptera"
"CASENT9131155","Plecoptera","Peltoperlidae","Sieraperla","cora","4/7/16",2016-04-07,"2016","Plecoptera"
"CASENT9130314","Plecoptera","Peltoperlidae","Yoraperla","sp.","4/7/16",2016-04-07,"2016","Plecoptera"
"CASENT9132415","Plecoptera","Leuctridae","Moselia","infuscata","4/7/16",2016-04-07,"2016","Plecoptera"
"CASENT9132681","Plecoptera","Leuctridae","Moselia","infuscata","4/7/16",2016-04-07,"2016","Plecoptera"
"CASLOT062160","Ephemeroptera","Heptageniidae","Epeorus","longimanus","4/7/16",2016-04-07,"2016","Ephemeroptera"
"CASLOT059645","Ephemeroptera","Heptageniidae","Ironodes","sp.","4/7/16",2016-04-07,"2016","Ephemeroptera"
"CASLOT059257","Ephemeroptera","Heptageniidae","Cinygmula","sp.","4/7/16",2016-04-07,"2016","Ephemeroptera"
"CASENT9132501","Plecoptera","Perlodidae","Kogotus","nonus","4/7/16",2016-04-07,"2016","Plecoptera"
"CASLOT059056","Ephemeroptera","Ephemerellidae","Drunella","flavilinea","4/7/16",2016-04-07,"2016","Ephemeroptera"
"CASLOT75327","Ephemeroptera","Baetidae","Baetis","bicaudatus","4/7/16",2016-04-07,"2016","Ephemeroptera"
"CASENT9130877","Ephemeroptera","Baetidae","Baetis","sp.","4/7/16",2016-04-07,"2016","Ephemeroptera"
"CASENT9130916","Ephemeroptera","Ameletidae","Ameletus","sp.","4/7/16",2016-04-07,"2016","Ephemeroptera"
"CASENT9130597",NA,"Thremmatidae","Neophylax","rickeri","4/7/16",2016-04-07,"2016",NA
"CASENT9132661","Plecoptera","Taeniopterygidae","Taenionema","sp.","4/7/16",2016-04-07,"2016","Plecoptera"
"CASENT9130920","Coleoptera","Amphizoidae","Amphizoa","insolens","8/15/08",2008-08-15,"2008","Coleoptera"
"CASENT9132624","Plecoptera","Perlodidae","Kogotus","sp.","8/15/08",2008-08-15,"2008","Plecoptera"
"CASENT9130093","Trichoptera","Limnephilidae","Cryptochia","sp.","8/15/08",2008-08-15,"2008","Trichoptera"
"CASENT9130323","Plecoptera","Peltoperlidae","Yoraperla","sp.","8/15/08",2008-08-15,"2008","Plecoptera"
"CASENT9131123",NA,"Thremmatidae","Neophylax","sp.","8/15/08",2008-08-15,"2008",NA
"CASLOT062324","Diptera","Chironomidae",NA,NA,"8/15/08",2008-08-15,"2008","Diptera"
"CASENT9130539","Diptera","Limoniidae","Hesperoconopa","sp.","8/15/08",2008-08-15,"2008","Diptera"
"CASENT9130125","Trichoptera","Rhyacophilidae","Rhyacophila","vaccua","8/15/08",2008-08-15,"2008","Trichoptera"
"CASLOT059718","Anostraca","Branchinectidae","Branchinecta","sp.",NA,NA,NA,"Anostraca"
"CASENT9132559","Plecoptera","Taeniopterygidae","Taenionema","sp.","4/8/16",2016-04-08,"2016","Plecoptera"
"CASENT9130052","Ephemeroptera","Baetidae","Baetis","alius","5/19/15",2015-05-19,"2015","Ephemeroptera"
"CASENT9130588","Ephemeroptera","Baetidae","Baetis","alius","5/8/15",2015-05-08,"2015","Ephemeroptera"
"CASENT9130860","Trichoptera","Rhyacophilidae","Rhyacophila","kernada","5/8/15",2015-05-08,"2015","Trichoptera"
"CASENT9130704","Trichoptera","Hydropsychidae","Hydropsyche","sp.","5/8/15",2015-05-08,"2015","Trichoptera"
"CASENT9132710","Plecoptera","Perlodidae","Isoperla","sp.","5/8/15",2015-05-08,"2015","Plecoptera"
"CASENT9130932","Trichoptera","Hydropsychidae","Hydropsyche","sp.","5/8/15",2015-05-08,"2015","Trichoptera"
"CASENT9130770","Trichoptera","Hydroptilidae","Leucotrichia","pictipes","5/8/15",2015-05-08,"2015","Trichoptera"
"CASENT9131849","Diptera","Dolichopodidae","Dolichopus","sp.","5/8/15",2015-05-08,"2015","Diptera"
"CASENT9130427","Trichoptera","Philopotamidae","Chimarra","utahensis","5/8/15",2015-05-08,"2015","Trichoptera"
